participant_id	session_id	run_id	HIP-head-m-rh	HIP-head-l-rh	HIP-body-rh	HIP-tail-rh	THA-VPm-rh	THA-VPl-rh	THA-VAi-rh	THA-VAs-rh	THA-DAm-rh	THA-DAl-rh	PUT-VA-rh	PUT-DA-rh	PUT-VP-rh	PUT-DP-rh	CAU-VA-rh	CAU-DA-rh	CAU-body-rh	CAU-tail-rh	lAMY-rh	mAMY-rh	THA-DP-rh	NAc-shell-rh	NAc-core-rh	pGP-rh	aGP-rh	HIP-head-m-lh	HIP-head-l-l	HIP-body-l	HIP-tail-lh	THA-VPm-lh	THA-VPl-lh	THA-VAi-lh	THA-VAs-lh	THA-DAm-lh	THA-DAl-lh	PUT-VA-lh	PUT-DA-l	PUT-VP-lh	PUT-DP-lh	CAU-VA-lh	CAU-DA-lh	CAU-body-lh	CAU-tail-lh	lAMY-lh	mAMY-lh	THA-DP-lh	NAc-shell-lh	NAc-core-lh	pGP-lh	aGP-lh
107528	V02	1	0.3314122855663299	0.3799730837345123	0.3694746196269989	0.5169742703437805	0.2088780105113983	0.2295379340648651	0.2324914187192917	0.2499945163726806	0.2761992216110229	0.2395170181989669	0.4961609244346618	0.4539638459682464	0.448342502117157	0.3901250958442688	0.3993411660194397	0.3739849030971527	0.4661912620067596	0.5120171308517456	0.326433926820755	0.3222724199295044	0.3006911277770996	0.4703247845172882	0.370472252368927	0.3668684363365173	0.3826795816421509	0.3268107771873474	0.3252564072608948	0.3902493417263031	0.5157158374786377	0.2638176083564758	0.2112433165311813	0.2967186868190765	0.3086731135845184	0.2591694593429565	0.2922467589378357	0.4347839057445526	0.4255580306053161	0.464406818151474	0.4304170906543731	0.3499021232128143	0.3241142928600311	0.4627709984779358	0.3757524788379669	0.3514858186244964	0.3510746955871582	0.2506658136844635	0.4132409989833832	0.3400190472602844	0.35893714427948	0.3918209969997406
107528	V02	2	0.3200702965259552	0.3291293978691101	0.3987393081188202	0.5040380358695984	0.2649784088134765	0.2384931892156601	0.2478921264410019	0.273455411195755	0.3091024756431579	0.3016107976436615	0.4771663248538971	0.4192663133144378	0.4430470168590545	0.4267256259918213	0.3441490530967712	0.4333920478820801	0.4151588082313537	0.433255672454834	0.3707662522792816	0.3472765386104584	0.3103746771812439	0.43357053399086	0.3896845579147339	0.3954015076160431	0.3800088167190552	0.3598572015762329	0.284788429737091	0.3226621747016907	0.4874283671379089	0.2613316476345062	0.247867926955223	0.2683931589126587	0.3310601711273193	0.3107699751853943	0.2818154692649841	0.4935744106769562	0.44569793343544	0.4545069634914398	0.4257950186729431	0.3243901133537292	0.3038475811481476	0.4347483217716217	0.4884645342826843	0.4341232180595398	0.3786194622516632	0.2603971064090729	0.3886425495147705	0.4271864593029022	0.3615216612815857	0.3455895781517029
117774	V02	1	0.3527120053768158	0.3813734650611877	0.3916507661342621	0.5352816581726074	0.1544848978519439	0.1966937035322189	0.2462980598211288	0.2820378839969635	0.246881753206253	0.2729775011539459	0.3721043467521667	0.3113197982311249	0.337770402431488	0.3624933063983917	0.2996183037757873	0.3072086274623871	0.285876452922821	0.3566883504390716	0.3029676079750061	0.344267725944519	0.2319597154855728	0.3979717493057251	0.3720096945762634	0.3164956569671631	0.3653943836688995	0.361425906419754	0.333911120891571	0.3726873099803924	0.411195307970047	0.164032444357872	0.2278626859188079	0.2331898808479309	0.2785369455814361	0.2768736481666565	0.2816088199615478	0.3506775796413421	0.3090557754039764	0.319928228855133	0.3051401078701019	0.2989965379238128	0.261208176612854	0.3107711672782898	0.3527942597866058	0.3002969324588775	0.3480583131313324	0.2027954459190368	0.3420920670032501	0.3184616565704345	0.3471561074256897	0.3935878276824951
117774	V02	2	0.2801550924777984	0.3004404604434967	0.3591755032539367	0.514376699924469	0.1765891164541244	0.1715970337390899	0.2379278540611267	0.3005769848823547	0.2620117664337158	0.2724890112876892	0.3629874289035797	0.3093304336071014	0.3401392996311188	0.3387430310249328	0.3239702880382538	0.3178417086601257	0.3431636691093445	0.37343630194664	0.2998877763748169	0.332681655883789	0.2472114264965057	0.3861865103244781	0.3545562624931335	0.3383113741874695	0.3702057600021362	0.3394470512866974	0.2728331387042999	0.3868440985679626	0.3953099548816681	0.1545040011405944	0.1932378560304641	0.2282202094793319	0.2989614009857178	0.2472116500139236	0.2609422504901886	0.3800008296966553	0.3447631895542145	0.3082306385040283	0.3234551250934601	0.2920840680599212	0.2661810219287872	0.2669685184955597	0.3659379184246063	0.372029572725296	0.3288764953613281	0.2040307819843292	0.3409212827682495	0.2927694916725158	0.3349809944629669	0.3815633654594421
122115	V02	1	0.3776465654373169	0.370547205209732	0.3485356867313385	0.4297261536121368	0.3195236921310425	0.242569699883461	0.3190616965293884	0.3430682420730591	0.3564859330654144	0.3089430928230285	0.3755740523338318	0.3497481048107147	0.4465689063072204	0.3739036321640014	0.3511527478694916	0.3510958254337311	0.3758151829242706	0.5005729794502258	0.4218138754367828	0.3728914856910705	0.3077432811260223	0.5032267570495605	0.3877590596675873	0.3895792365074157	0.3825429379940033	0.3763817846775055	0.4433379769325256	0.4093727469444275	0.3846989572048187	0.2738255858421325	0.2851437032222748	0.3224318325519562	0.2764520645141601	0.3439003825187683	0.3144002258777618	0.413917988538742	0.375603049993515	0.3987313210964203	0.3648532032966614	0.3116308748722076	0.3186619877815246	0.3078433573246002	0.3536863625049591	0.4792627096176147	0.4812820851802826	0.2988187670707702	0.5158018469810486	0.3978013694286346	0.3871171772480011	0.4441517889499664
122115	V02	2	0.3972460031509399	0.29669851064682	0.329847514629364	0.4696357250213623	0.1961938887834549	0.2686482071876526	0.246305376291275	0.2986125349998474	0.3283392786979675	0.255243182182312	0.3790186047554016	0.3801254332065582	0.3427599668502807	0.3706013560295105	0.3331091105937958	0.2975988686084747	0.3488638699054718	0.413172960281372	0.3136761784553528	0.3109465837478637	0.3031477332115173	0.4670658409595489	0.3293696045875549	0.3312451839447021	0.3894067406654358	0.3098509609699249	0.3383864164352417	0.4052073359489441	0.3948704302310943	0.2870149910449981	0.237383097410202	0.244543582201004	0.2345577925443649	0.3991038203239441	0.2880645096302032	0.4415020644664764	0.3507500886917114	0.3845723569393158	0.3727417886257171	0.3049785494804382	0.2911393940448761	0.3104069828987121	0.4679658710956573	0.3773082792758941	0.3735849559307098	0.2411822825670242	0.4024444222450256	0.3441521227359772	0.3539786040782928	0.4016282558441162
125472	V02	1	0.5797538161277771	0.6311171650886536	0.580495297908783	0.6894164681434631	0.4628534317016601	0.5140780806541443	0.4915948510169983	0.5078473091125488	0.5474361181259155	0.5166037678718567	0.7054142355918884	0.6512459516525269	0.6111932992935181	0.6115831732749939	0.6410671472549438	0.6311189532279968	0.6277832388877869	0.7467157244682312	0.5771695971488953	0.5776906609535217	0.5139673948287964	0.6340562701225281	0.6688166260719299	0.6596948504447937	0.65794837474823	0.6556603312492371	0.6716470122337341	0.6326871514320374	0.741492748260498	0.5030627250671387	0.5141373872756958	0.414530873298645	0.469042420387268	0.529623806476593	0.5097875595092773	0.6673490405082703	0.6558823585510254	0.6002488732337952	0.6451721787452698	0.6686980724334717	0.6730058193206787	0.599133312702179	0.6893941164016724	0.6376335620880127	0.5953198671340942	0.517808198928833	0.5903087854385376	0.697532057762146	0.6732336282730103	0.6776731610298157
125472	V02	2	0.4620534777641296	0.4920903742313385	0.6007400751113892	0.726886510848999	0.4722980260848999	0.5316222310066223	0.4263018369674682	0.5312466025352478	0.508007824420929	0.5329744219779968	0.7153844833374023	0.6381551623344421	0.6274465918540955	0.5890108346939087	0.640522837638855	0.6411935687065125	0.6330655813217163	0.7522585391998291	0.5048789978027344	0.4998878836631775	0.5161142349243164	0.7075056433677673	0.8036724328994751	0.5844595432281494	0.7265477180480957	0.5570690035820007	0.5374834537506104	0.5972796678543091	0.6783782243728638	0.5138764977455139	0.4725571274757385	0.4206660389900207	0.4497399032115936	0.5014519691467285	0.4555850028991699	0.7125953435897827	0.5904387831687927	0.5003631711006165	0.5647479891777039	0.5859944820404053	0.6048188805580139	0.6047346591949463	0.6399723887443542	0.5635292530059814	0.5444827675819397	0.4436181485652923	0.5995960831642151	0.7064626216888428	0.5597108602523804	0.671169102191925
126326	V02	1	0.4560332894325256	0.3857605159282684	0.4029777646064758	0.5453885793685913	0.2533533871173858	0.2578232586383819	0.2782249748706817	0.3501127660274505	0.2614467740058899	0.3539398908615112	0.4240094721317291	0.4214583039283752	0.3866027295589447	0.3689747154712677	0.4185136258602142	0.3577466607093811	0.4199977219104767	0.5015637278556824	0.3385384678840637	0.4020437896251678	0.2937435805797577	0.4529440999031067	0.4013830125331878	0.3475557565689087	0.3736962974071502	0.410740464925766	0.3125883638858795	0.3838459253311157	0.5571783185005188	0.2578176259994507	0.2367560416460037	0.2619162201881408	0.3567618727684021	0.3233450055122375	0.2710042595863342	0.4395413696765899	0.4196789860725403	0.3769674897193908	0.3880696296691894	0.3683079779148102	0.3591678738594055	0.3924444615840912	0.4313913285732269	0.4367376565933227	0.4586882591247558	0.2599458694458008	0.448870301246643	0.3502531945705414	0.3480192720890045	0.3971379101276397
126326	V02	2	0.3752027451992035	0.3393776714801788	0.480351448059082	0.5900000929832458	0.2214601337909698	0.2984315454959869	0.25802943110466	0.2762873768806457	0.2508635818958282	0.2897663712501526	0.4535956978797912	0.4144708812236786	0.4179166257381439	0.4102446734905243	0.380179762840271	0.3575217425823211	0.3293482363224029	0.4346364736557007	0.3591794371604919	0.3834778070449829	0.3071792721748352	0.5613307356834412	0.4672512710094452	0.3688267469406128	0.4005616307258606	0.4186539351940155	0.3325709700584411	0.3893126845359802	0.556287407875061	0.2472295016050338	0.2278860360383987	0.2547031342983246	0.302216500043869	0.232338011264801	0.2398247569799423	0.4696055650711059	0.3798560202121734	0.4235591888427734	0.3714742362499237	0.3291245698928833	0.2950584292411804	0.3283784687519073	0.4015871584415436	0.4188611209392547	0.4242772161960602	0.2443755716085434	0.4468662738800049	0.3481481969356537	0.411744087934494	0.4020795226097107
